date,title,link,price,brs,sqft,hood,bath,amenities
Sep 30,BRAND NEW! GREAT AMENITIES! GREAT LOCATION!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-brand-new-great-amenities/7206025435.html,5650,4,936.0,lower haight,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'street parking']"
Sep 30,"PAC HTS PENTHOUSE, WITH PARKING, DOORMAN,  LARGE 1 BR",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pac-hts-penthouse-with/7206048571.html,3395,1,900.0,lower pac hts,1Ba,"['condo', 'w/d in unit', 'attached garage']"
Sep 30,"Large, Bright, Hardwood floors, Remodeled, walk to UCSF",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-bright-hardwood/7206041430.html,2595,1,,inner sunset / UCSF,1Ba,"['cats are OK - purrr', 'apartment', 'attached garage']"
Sep 30,AVAILABLE NOW....1st Month Rent Discounted.....,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-available-now1st-month/7199722428.html,4800,3,1700.0,castro / upper market,2Ba,"['apartment', 'w/d in unit']"
Sep 30,"Apt for Rent 733 5th Ave apt # 4, S F",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-apt-for-rent-733-5th-ave/7206047246.html,2400,,,richmond / seacliff,2Ba,['apartment']
Sep 30,Cathedral Hill One Bedroom Condo with View and Parking ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-cathedral-hill-one/7206047070.html,3500,1,,lower pac hts,1Ba,"['condo', 'w/d in unit', 'attached garage']"
Sep 30,FREE MONTHS RENT - Updated Castro 2 bdrm apartment with amazing views,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-free-months-rent-updated/7204287740.html,3395,2,700.0,castro / upper market,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no parking']"
Sep 30,One Bedroom Treat! Private and Serene - Special - Video Tour,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-bedroom-treat-private/7206046711.html,2000,1,,mission district,1Ba,"['application fee details: $40 application fee per applicant', 'flat', 'no smoking', 'street parking']"
Sep 30,FREE MONTH RENT - Updated 4 Bedroom Detached Bernal Heights House,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-free-month-rent-updated-4/7204287644.html,4195,4,1850.0,bernal heights,1.5Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'house', 'w/d in unit', 'no parking']"
Sep 30,SF Sunset 1 Bed 1 Bath Apartment,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sf-sunset-1-bed-1-bath/7206040034.html,1750,1,600.0,San Francisco Sunset District,1Ba,"['furnished', 'apartment', 'laundry in bldg', 'street parking']"
Sep 30,Studio close to Alamo Square ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-studio-close-to-alamo/7206046232.html,1650,,,western addition,1Ba,"['cats are OK - purrr', 'apartment', 'w/d in unit', 'street parking']"
Sep 30,Pet Friendly 2BR with patio - North Beach! ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-friendly-2br-with/7206045708.html,3195,2,,north beach / telegraph hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'street parking']"
Sep 30,Exquisite 2 bed/2 bath WASHER/DRYER in Luxury Pac Heights Bldng,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-exquisite-2-bed-2-bath/7193653519.html,6850,2,,pacific heights,2Ba,"['apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Sep 30,REMODELED and LARGE one bedroom in prime Pacific Heights!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-and-large-one/7193653191.html,3750,1,,pacific heights,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Sep 30,**PRICE REDUCTION**Updated  Studio | 2 Walk in Closets| Natural Light!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-price-reductionupdated/7206041366.html,1795,,,lower nob hill,1Ba,"['application fee details: 42', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'no smoking']"
Sep 30,Fully Remodeled Jr. 1 bedroom HARDWOOD FLOORS Pacific Heights (PHOTOS),https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fully-remodeled-jr-1/7202247868.html,2850,1,,pacific heights,1Ba,"['apartment', 'laundry in bldg', 'no smoking']"
Sep 30,**PRICE REDUCTION** BRIGHT TOP FLOOR STUDIO | RENT CONTROL,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-price-reduction-bright/7206041083.html,1695,,,Lower Nob Hill,1Ba,"['application fee details: 42', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'no smoking']"
Sep 30,Huge and updated in Pacific Heights with HARDWOOD FLOORS (PHOTOS)!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-huge-and-updated-in/7189484580.html,2450,,,pacific heights,1Ba,"['apartment', 'laundry in bldg', 'no smoking']"
Sep 30,"1 Bedroom......All New....$2,850....",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bedroomall-new2850/7204292611.html,2850,1,,lower pac hts,1Ba,"['apartment', 'w/d in unit']"
Sep 30,"2 to 3 Bedroom +LR, 1 Bath remodeled Full-Floor, 2nd-floor Flat",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-to-3-bedroom-lr-1-bath/7197310997.html,3900,3,1100.0,mission district,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'flat', 'no laundry on site', 'no smoking', 'no parking']"
Sep 30,"3 to 4 Bedroom, 1.5 Bath remodeled Full-Floor, 1st-floor FLAT, 24th",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-to-4-bedroom-15-bath/7196723006.html,3995,3,1150.0,mission district,1.5Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'flat', 'no laundry on site', 'no smoking', 'no parking']"
Sep 30,2 to 3 bedroom Ground Floor Inner Mission Flat,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-to-3-bedroom-ground/7195229266.html,2695,2,600.0,mission district,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no laundry on site', 'no smoking', 'no parking']"
Sep 30,**RENT CONTROL**Record Low Price! Great Location!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rent-controlrecord-low/7206041179.html,1495,,,nob hill,1Ba,"['application fee details: 42', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Sep 30,This home has had an amazing transformation,https://sfbay.craigslist.org/sfc/apa/d/hayward-this-home-has-had-an-amazing/7206043273.html,1000,2,944.0,Castro Valley,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'house', 'laundry in bldg', 'attached garage']"
Sep 30,2 MONTH FREE RENT & rent discount!  2 bed/2 bath apartment for rent,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-month-free-rent-rent/7192428461.html,3321,2,1113.0,hayes valley,2Ba,"['apartment', 'laundry in bldg', 'attached garage']"
Sep 30,2 MONTH FREE RENT & rent discount! 1 bed 1 bath apartment with balcony,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-month-free-rent-rent/7192428852.html,2786,1,749.0,hayes valley,1Ba,"['apartment', 'laundry in bldg', 'attached garage']"
Sep 30,2 bed 2.5 bath - Views! - Millennium Towers ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bed-25-bath-views/7206043215.html,7500,2,,SOMA / south beach,2.5Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'attached garage']"
Sep 30,Top Floor Presidio Gem!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-presidio-gem/7195745395.html,5900,3,1553.0,laurel hts / presidio,1.5Ba,"['apartment', 'w/d in unit', 'attached garage']"
Sep 30,Beautiful 2 bedroom with Ocean View / Garage,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-2-bedroom-with/7206041491.html,2800,,,richmond / seacliff,1.5Ba,['apartment']
Sep 30,Minutes from Great Mall And Bart! Offering 2 Month on us!,https://sfbay.craigslist.org/sfc/apa/d/milpitas-minutes-from-great-mall-and/7202398783.html,3975,2,1320.0,,2Ba,['apartment']
Sep 30,Golden Gate Heights Unit with Views,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-golden-gate-heights-unit/7206038778.html,2600,1,750.0,inner sunset / UCSF,1Ba,"['apartment', 'laundry in bldg', 'street parking']"
Sep 30,In-law with 2 Spacious Rooms on 19th Ave & Judah Street,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-in-law-with-2-spacious/7206037837.html,1500,2,,inner sunset / UCSF,1Ba,"['house', 'laundry in bldg', 'no smoking']"
Sep 30,TOP FLOOR Studio | Close to Trade Joe's | FREE Wi-Fi,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-studio-close-to/7206024458.html,1305,,,nob hill,1Ba,"['application fee details: 42', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'no smoking']"
Sep 30,Top Floor Sunny 1-Bedroom,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-sunny-1-bedroom/7206029064.html,2895,1,,San Francisco,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Sep 30,Small room with own bath,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-small-room-with-own-bath/7206037093.html,1200,1,,San Francisco,1Ba,"['house', 'laundry on site', 'no smoking', 'street parking']"
Sep 30,Very Sunny & Spacious TOP FLOOR 1 bdrm on Capra,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-very-sunny-spacious-top/7206030796.html,3149,1,,marina / cow hollow,1Ba,"['apartment', 'laundry in bldg', 'no smoking']"
Sep 30,Beautiful & Bright Private Bed and Bath with Deck and Oceanview,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-bright-private/7206034882.html,1495,1,1400.0,richmond / seacliff,1Ba,"['furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Sep 30,1 large bedroom at Pearl Street & Duboce Ave,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-large-bedroom-at-pearl/7203496927.html,2650,1,,castro / upper market,1Ba,"['apartment', 'w/d in unit', 'street parking']"
Sep 30,Large bedroom at Pearl Street & Duboce Avenue,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-bedroom-at-pearl/7206034567.html,2690,,,cole valley / ashbury hts,1Ba,"['apartment', 'w/d in unit']"
Sep 30,2 Bedrooms Furnished in the Sunset District 94122,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bedrooms-furnished-in/7203295076.html,2900,,,sunset / parkside,1Ba,['apartment']
Sep 30,Duboce Ave and Pearl St. Large 1 Bedroom,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-duboce-ave-and-pearl-st/7204784559.html,2690,1,,"Duboce Avenue, Pearl Street, Market and Castro",1Ba,"['apartment', 'w/d in unit', 'street parking']"
Sep 30,RECORD LOW PRICE | Newly Remodeled Studio | Large Closet,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-record-low-price-newly/7206023935.html,1695,,,lower nob hill,1Ba,"['application fee details: 42', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'no smoking']"
Sep 30,$500 Off Move In-Studio w/ Lots of Bright Light! A Must See!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-500-off-move-in-studio/7201233166.html,1800,,420.0,lower nob hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'wheelchair accessible']"
Sep 30,$500 Off Move In- 2x1-Lots of Bright Light & Full Size Washer & Dryer!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-500-off-move-in-2x1-lots/7201219646.html,3300,2,600.0,lower nob hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'street parking']"
Sep 30,Spacious 1 bedroom + sleeping closet,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-1-bedroom/7206033768.html,2600,1,700.0,richmond / seacliff,1Ba,"['broker fee details: tbd', 'apartment', 'no laundry on site', 'listed by: mcinerney real estate', 'no smoking', 'no parking']"
Sep 30,Gorgeous Studio in SF Sunset Parkside District,https://sfbay.craigslist.org/sfc/apa/d/gorgeous-studio-in-sf-sunset-parkside/7203513130.html,1450,,,sunset / parkside,1Ba,['apartment']
Sep 30,One bedroom with Loft Washer/ Dryer/ Parking,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-bedroom-with-loft/7206030161.html,3375,2,851.0,potrero hill,1Ba,"['apartment', 'w/d in unit', 'attached garage']"
Sep 30,Beautiful 2 Bedroom/1 Bathroom Victorian Unit Available Now!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-2-bedroom-1/7196159912.html,2995,2,,pacific heights,1Ba,"['apartment', 'laundry in bldg', 'street parking']"
Sep 30,Beautiful and Quiet 1 Bedroom Victorian Apartment Available!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-and-quiet-1/7197621024.html,1995,1,,marina / cow hollow,1Ba,"['apartment', 'no smoking']"
Sep 30,Sunny Bedroom in Beautiful Mission District Apartment,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-bedroom-in/7197780486.html,1200,3,150.0,mission district,splitBa,"['apartment', 'w/d in unit', 'no smoking', 'street parking']"
Sep 30,REDUCED RENT!  Spacious Studio |Pet Friendly | RENT CONTROL,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-reduced-rent-spacious/7206024103.html,1825,,,nob hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'street parking']"
Sep 30,Spacious 2bed/2 bath w/lots of closet space on Taraval St near Muni,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-2bed-2-bath-lots/7202815040.html,2800,2,1200.0,sunset / parkside,2Ba,"['apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Sep 30,1 Bdrm 1 Bath Home for Rent in Vallejo Close to Ferry Service,https://sfbay.craigslist.org/sfc/apa/d/vallejo-1-bdrm-1-bath-home-for-rent-in/7206028610.html,1950,1,768.0,Vallejo,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'house', 'w/d in unit', 'no smoking']"
Sep 30,Studio with Parking and In-Unit Laundry Included -South Beach Downtown,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-studio-with-parking-and/7198589684.html,2100,,432.0,SOMA / south beach,1Ba,"['condo', 'w/d in unit', 'no smoking', 'attached garage', 'wheelchair accessible']"
Sep 30,First-floor one-bedroom in Theater District,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-first-floor-one-bedroom/7206028229.html,1950,1,500.0,lower nob hill,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,First-floor one-bedroom in Theater District,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-first-floor-one-bedroom/7206002759.html,1950,1,500.0,lower nob hill,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,Updated Spacious Studio | 2 Walk-In Closets | Rent Control,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-updated-spacious-studio-2/7206024342.html,1550,,,tenderloin,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking']"
Sep 30,"Spacious, Sunny top floor flat",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-sunny-top-floor/7206027526.html,3500,2,1100.0,laurel hts / presidio,1Ba,"['flat', 'no laundry on site', 'street parking']"
Sep 30,**PRICE REDUCTION** Updated Studio | Close to Trade Joe's | FREE Wi-Fi,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-price-reduction-updated/7206024242.html,1295,,,nob hill,1Ba,"['application fee details: 42', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'no smoking']"
Sep 30,1br in Trophy Tudor. 1st month FREE,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1br-in-trophy-tudor-1st/7204695526.html,2800,1,,cole valley / ashbury hts,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,"Large second-floor studio, preview for October move-in",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-second-floor-studio/7206026836.html,1800,,440.0,lower nob hill,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,FALL for our new rents - Big Savings - Uncompromising Value,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fall-for-our-new-rents/7206019007.html,2782,1,720.0,SOMA / south beach,1.5Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'detached garage']"
Sep 30,Amazing modern condo!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-amazing-modern-condo/7206026203.html,2800,1,,SOMA / south beach,1Ba,"['application fee details: $45.00 per applicant, everyone over 18 years old needs to apply', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Sep 30,Enjoy a Warm Cup of Coffee in the Morning in Our Cafe!,https://sfbay.craigslist.org/sfc/apa/d/milpitas-enjoy-warm-cup-of-coffee-in/7202447303.html,2635,1,783.0,,1Ba,['apartment']
Sep 30,Two Months Free Rent - Spacious Newly Remodeled 2 Bed/1Bath near USF,https://sfbay.craigslist.org/sfc/apa/d/two-months-free-rent-spacious-newly/7206025622.html,2495,2,,USF / panhandle,1Ba,"['apartment', 'laundry on site', 'attached garage']"
Sep 30,"PacHeights,2BR 1BA, Lafayette Pk, Fillmore, Immaculat",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pacheights2br-1ba/7199664870.html,3895,2,920.0,pacific heights,1Ba,"['dogs are OK - wooof', 'furnished', 'apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Sep 30,VIDEO - Upscale Topfloor Pacific Heights Condo - FOUNDATION-,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-video-upscale-topfloor/7206020153.html,5500,2,1375.0,pacific heights,2Ba,"['application fee details: $49', 'condo', 'w/d in unit', 'no smoking', 'no parking']"
Sep 30,Two Months Free - Charming Studio with Bay Windows in Hayes Valley,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-two-months-free-charming/7206023980.html,1495,,,hayes valley,1Ba,['apartment']
Sep 30,Beacon - Sunny 5th Floor Corner Unit - Parking Included,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beacon-sunny-5th-floor/7206010612.html,2595,1,690.0,SOMA / south beach,1Ba,"['condo', 'w/d in unit', 'attached garage']"
Sep 30,~ 2 Bed 1 Bath  ~ Nob Hill ~ ONE MONTH FREE RENT ~ Location ~,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bed-1-bath-nob-hill-one/7206014274.html,3395,2,,nob hill,1Ba,"['application fee details: $25.00 Application Fee - Online Application', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,** 1 bed 1 Bath ~ Nob Hill ~  Prime Location **,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bed-1-bath-nob-hill/7206014393.html,2175,1,,nob hill,1Ba,"['application fee details: $25.00 Application Fee - Online Application', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Sep 30,Great 1 Br - GigaSpeed Net - Office + Washer/Dryer - ready now,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-1-br-gigaspeed-net/7206023050.html,2700,1,700.0,mission district,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'no parking']"
